Region,Year,Month,Day,Thermal Generation Actual (in MU),Hydro Generation Actual (in MU)
Northern,2018,10,30,649.02,153.81
Western,2018,10,30,1262.44,40.2
Southern,2018,10,30,646.73,74.8
Eastern,2018,10,30,482.31,55.26
NorthEastern,2018,10,30,31.58,21.86
Northern,2018,10,31,657.02,153.81
Western,2018,10,31,1262.44,40.2
Southern,2018,10,31,647.42,74.8
Eastern,2018,10,31,482.31,55.26
NorthEastern,2018,10,31,31.58,21.86
Northern,2018,11,1,655.95,115.79
Western,2018,11,1,1243.87,40.29
Southern,2018,11,1,625.78,59.93
Eastern,2018,11,1,482.39,31.2
NorthEastern,2018,11,1,31.75,14.37
Northern,2018,11,2,659.28,115.79
Western,2018,11,2,1243.87,40.29
Southern,2018,11,2,629.85,59.93
Eastern,2018,11,2,482.39,31.2
NorthEastern,2018,11,2,31.75,14.37
Northern,2018,11,3,659.42,115.79
Western,2018,11,3,1243.87,40.29
Southern,2018,11,3,629.85,59.93
Eastern,2018,11,3,482.39,31.2
NorthEastern,2018,11,3,31.75,14.37
Northern,2018,11,4,661.61,115.79
Western,2018,11,4,1243.87,40.29
Southern,2018,11,4,631.44,59.93
Eastern,2018,11,4,482.39,31.2
NorthEastern,2018,11,4,31.75,14.37
Northern,2018,11,5,662.15,115.79
Western,2018,11,5,1243.17,40.29
Southern,2018,11,5,631.44,59.93
Eastern,2018,11,5,484.51,31.2
NorthEastern,2018,11,5,31.75,14.37
Northern,2018,11,6,650.55,115.79
Western,2018,11,6,1243.17,40.29
Southern,2018,11,6,630.96,59.93
Eastern,2018,11,6,484.51,31.2
NorthEastern,2018,11,6,31.75,14.37
Northern,2018,11,7,650.55,115.79
Western,2018,11,7,1243.17,40.29
Southern,2018,11,7,630.96,59.93
Eastern,2018,11,7,488.93,31.2
NorthEastern,2018,11,7,31.75,14.37
Northern,2018,11,8,650.55,115.79
Western,2018,11,8,1243.17,40.29
Southern,2018,11,8,630.96,59.93
Eastern,2018,11,8,488.93,31.2
NorthEastern,2018,11,8,31.75,14.37
Northern,2018,11,9,643.92,115.79
Western,2018,11,9,1243.17,40.29
Southern,2018,11,9,620.83,59.93
Eastern,2018,11,9,488.93,31.2
NorthEastern,2018,11,9,31.75,14.37
Northern,2018,11,10,629.42,115.79
Western,2018,11,10,1243.17,40.29
Southern,2018,11,10,619.23,59.93
Eastern,2018,11,10,478.82,31.2
NorthEastern,2018,11,10,31.75,14.37
Northern,2018,11,11,624.02,115.79
Western,2018,11,11,1243.17,40.29
Southern,2018,11,11,619.23,59.93
Eastern,2018,11,11,481.92,31.2
NorthEastern,2018,11,11,31.75,14.37
Northern,2018,11,12,624.02,115.79
Western,2018,11,12,1243.17,40.29
Southern,2018,11,12,619.23,59.93
Eastern,2018,11,12,471.04,31.2
NorthEastern,2018,11,12,31.75,14.37
Northern,2018,11,13,624.02,115.79
Western,2018,11,13,1243.17,40.29
Southern,2018,11,13,619.23,59.93
Eastern,2018,11,13,471.04,31.2
NorthEastern,2018,11,13,31.75,14.37
Northern,2018,11,14,624.02,115.79
Western,2018,11,14,1242.38,40.29
Southern,2018,11,14,619.23,59.93
Eastern,2018,11,14,471.04,31.2
NorthEastern,2018,11,14,31.75,14.37
Northern,2018,11,15,621.52,115.79
Western,2018,11,15,1239.31,40.29
Southern,2018,11,15,619.23,59.93
Eastern,2018,11,15,468.47,31.2
NorthEastern,2018,11,15,31.75,14.37
Northern,2018,11,16,628.65,115.79
Western,2018,11,16,1239.31,40.29
Southern,2018,11,16,632.1,59.93
Eastern,2018,11,16,459.14,31.2
NorthEastern,2018,11,16,31.75,14.37
Northern,2018,11,17,628.65,115.79
Western,2018,11,17,1239.31,40.29
Southern,2018,11,17,632.1,59.93
Eastern,2018,11,17,459.14,31.2
NorthEastern,2018,11,17,31.75,14.37
Northern,2018,11,18,626.01,115.79
Western,2018,11,18,1239.31,40.29
Southern,2018,11,18,632.1,59.93
Eastern,2018,11,18,459.14,31.2
NorthEastern,2018,11,18,31.75,14.37
Northern,2018,11,19,626.01,115.79
Western,2018,11,19,1235.23,40.29
Southern,2018,11,19,632.1,59.93
Eastern,2018,11,19,459.14,31.2
NorthEastern,2018,11,19,31.75,14.37
Northern,2018,11,20,600.75,115.79
Western,2018,11,20,1229.02,40.29
Southern,2018,11,20,632.1,59.93
Eastern,2018,11,20,459.14,31.2
NorthEastern,2018,11,20,31.75,14.37
Northern,2018,11,21,603.05,115.79
Western,2018,11,21,1229.02,40.29
Southern,2018,11,21,632.1,59.93
Eastern,2018,11,21,459.14,31.2
NorthEastern,2018,11,21,31.75,14.37
Northern,2018,11,22,603.05,115.79
Western,2018,11,22,1229.02,40.29
Southern,2018,11,22,635.21,59.93
Eastern,2018,11,22,459.14,31.2
NorthEastern,2018,11,22,31.75,14.37
Northern,2018,11,23,603.05,115.79
Western,2018,11,23,1229.02,40.29
Southern,2018,11,23,635.21,59.93
Eastern,2018,11,23,464.35,31.2
NorthEastern,2018,11,23,31.75,14.37
Northern,2018,11,24,603.05,115.79
Western,2018,11,24,1233.1,40.29
Southern,2018,11,24,635.21,59.93
Eastern,2018,11,24,464.35,31.2
NorthEastern,2018,11,24,31.75,14.37
Northern,2018,11,25,603.05,115.79
Western,2018,11,25,1233.8,40.29
Southern,2018,11,25,644.04,59.93
Eastern,2018,11,25,464.35,31.2
NorthEastern,2018,11,25,31.75,14.37
Northern,2018,11,26,608.29,115.79
Western,2018,11,26,1233.8,40.29
Southern,2018,11,26,647.44,59.93
Eastern,2018,11,26,464.35,31.2
NorthEastern,2018,11,26,31.75,14.37
Northern,2018,11,27,608.29,115.79
Western,2018,11,27,1233.8,40.29
Southern,2018,11,27,647.44,59.93
Eastern,2018,11,27,464.35,31.2
NorthEastern,2018,11,27,31.75,14.37
Northern,2018,11,28,608.29,115.79
Western,2018,11,28,1233.8,40.29
Southern,2018,11,28,647.44,59.93
Eastern,2018,11,28,464.35,31.2
NorthEastern,2018,11,28,31.75,14.37
Northern,2018,11,29,608.29,115.79
Western,2018,11,29,1233.8,40.29
Southern,2018,11,29,647.44,59.93
Eastern,2018,11,29,464.35,31.2
NorthEastern,2018,11,29,31.75,14.37
Northern,2018,11,30,618.29,115.79
Western,2018,11,30,1234.59,40.29
Southern,2018,11,30,649.04,59.93
Eastern,2018,11,30,470.02,31.2
NorthEastern,2018,11,30,31.75,14.37
Northern,2018,12,1,611.0,103.54
Western,2018,12,1,1176.98,36.84
Southern,2018,12,1,631.01,56.93
Eastern,2018,12,1,464.61,22.67
NorthEastern,2018,12,1,31.65,11.1
Northern,2018,12,2,611.0,103.54
Western,2018,12,2,1193.24,36.84
Southern,2018,12,2,631.01,56.93
Eastern,2018,12,2,458.92,22.67
NorthEastern,2018,12,2,31.65,11.1
Northern,2018,12,3,611.0,103.54
Western,2018,12,3,1193.24,36.84
Southern,2018,12,3,631.01,56.93
Eastern,2018,12,3,458.92,22.67
NorthEastern,2018,12,3,31.65,11.1
Northern,2018,12,4,617.57,103.54
Western,2018,12,4,1193.24,36.84
Southern,2018,12,4,641.12,56.93
Eastern,2018,12,4,458.92,22.67
NorthEastern,2018,12,4,31.65,11.1
Northern,2018,12,5,616.85,103.54
Western,2018,12,5,1189.44,36.84
Southern,2018,12,5,640.67,56.93
Eastern,2018,12,5,458.92,22.67
NorthEastern,2018,12,5,31.65,11.1
Northern,2018,12,6,627.58,103.54
Western,2018,12,6,1202.63,36.84
Southern,2018,12,6,640.67,56.93
Eastern,2018,12,6,458.92,22.67
NorthEastern,2018,12,6,31.65,11.1
Northern,2018,12,7,628.04,103.54
Western,2018,12,7,1202.63,36.84
Southern,2018,12,7,643.19,56.93
Eastern,2018,12,7,458.92,22.67
NorthEastern,2018,12,7,31.65,11.1
Northern,2018,12,8,628.3,103.54
Western,2018,12,8,1198.75,36.84
Southern,2018,12,8,643.19,56.93
Eastern,2018,12,8,458.92,22.67
NorthEastern,2018,12,8,31.65,11.1
Northern,2018,12,9,630.65,103.54
Western,2018,12,9,1198.0,36.84
Southern,2018,12,9,644.24,56.93
Eastern,2018,12,9,458.92,22.67
NorthEastern,2018,12,9,31.65,11.1
Northern,2018,12,10,638.56,103.54
Western,2018,12,10,1192.35,36.84
Southern,2018,12,10,644.24,56.93
Eastern,2018,12,10,469.01,22.67
NorthEastern,2018,12,10,31.65,11.1
Northern,2018,12,11,638.56,103.54
Western,2018,12,11,1195.49,36.84
Southern,2018,12,11,644.24,56.93
Eastern,2018,12,11,481.72,22.67
NorthEastern,2018,12,11,31.65,11.1
Northern,2018,12,12,638.56,103.54
Western,2018,12,12,1195.49,36.84
Southern,2018,12,12,644.24,56.93
Eastern,2018,12,12,469.81,22.67
NorthEastern,2018,12,12,31.65,11.1
Northern,2018,12,13,638.56,103.54
Western,2018,12,13,1195.49,36.84
Southern,2018,12,13,658.03,56.93
Eastern,2018,12,13,469.81,22.67
NorthEastern,2018,12,13,31.65,11.1
Northern,2018,12,14,635.1,103.54
Western,2018,12,14,1191.95,36.84
Southern,2018,12,14,649.34,56.93
Eastern,2018,12,14,469.81,22.67
NorthEastern,2018,12,14,31.65,11.1
Northern,2018,12,15,633.47,103.54
Western,2018,12,15,1193.04,36.84
Southern,2018,12,15,649.34,56.93
Eastern,2018,12,15,472.34,22.67
NorthEastern,2018,12,15,31.65,11.1
Northern,2018,12,16,635.97,103.54
Western,2018,12,16,1193.04,36.84
Southern,2018,12,16,652.65,56.93
Eastern,2018,12,16,472.34,22.67
NorthEastern,2018,12,16,31.65,11.1
Northern,2018,12,17,636.83,103.54
Western,2018,12,17,1193.04,36.84
Southern,2018,12,17,652.65,56.93
Eastern,2018,12,17,478.03,22.67
NorthEastern,2018,12,17,31.65,11.1
Northern,2018,12,18,636.83,103.54
Western,2018,12,18,1193.04,36.84
Southern,2018,12,18,652.65,56.93
Eastern,2018,12,18,478.03,22.67
NorthEastern,2018,12,18,31.65,11.1
Northern,2018,12,19,647.98,103.54
Western,2018,12,19,1193.04,36.84
Southern,2018,12,19,652.65,56.93
Eastern,2018,12,19,472.3,22.67
NorthEastern,2018,12,19,31.65,11.1
Northern,2018,12,20,662.72,103.54
Western,2018,12,20,1187.11,36.84
Southern,2018,12,20,652.65,56.93
Eastern,2018,12,20,472.3,22.67
NorthEastern,2018,12,20,31.65,11.1
Northern,2018,12,21,668.27,103.54
Western,2018,12,21,1197.12,36.84
Southern,2018,12,21,652.65,56.93
Eastern,2018,12,21,472.3,22.67
NorthEastern,2018,12,21,31.65,11.1
Northern,2018,12,22,669.13,103.54
Western,2018,12,22,1197.12,36.84
Southern,2018,12,22,652.65,56.93
Eastern,2018,12,22,476.7,22.67
NorthEastern,2018,12,22,31.65,11.1
Northern,2018,12,23,669.13,103.54
Western,2018,12,23,1197.76,36.84
Southern,2018,12,23,652.65,56.93
Eastern,2018,12,23,476.7,22.67
NorthEastern,2018,12,23,31.65,11.1
Northern,2018,12,24,669.13,103.54
Western,2018,12,24,1197.76,36.84
Southern,2018,12,24,652.65,56.93
Eastern,2018,12,24,482.43,22.67
NorthEastern,2018,12,24,31.65,11.1
Northern,2018,12,25,679.56,103.54
Western,2018,12,25,1197.76,36.84
Southern,2018,12,25,653.1,56.93
Eastern,2018,12,25,482.43,22.67
NorthEastern,2018,12,25,31.65,11.1
Northern,2018,12,26,689.83,103.54
Western,2018,12,26,1201.56,36.84
Southern,2018,12,26,653.1,56.93
Eastern,2018,12,26,482.43,22.67
NorthEastern,2018,12,26,31.65,11.1
Northern,2018,12,27,692.69,103.54
Western,2018,12,27,1206.85,36.84
Southern,2018,12,27,653.1,56.93
Eastern,2018,12,27,482.43,22.67
NorthEastern,2018,12,27,31.65,11.1
Northern,2018,12,28,692.69,103.54
Western,2018,12,28,1206.85,36.84
Southern,2018,12,28,653.1,56.93
Eastern,2018,12,28,482.43,22.67
NorthEastern,2018,12,28,31.65,11.1
Northern,2018,12,29,692.69,103.54
Western,2018,12,29,1206.85,36.84
Southern,2018,12,29,653.1,56.93
Eastern,2018,12,29,482.43,22.67
NorthEastern,2018,12,29,31.65,11.1
Northern,2018,12,30,697.69,103.54
Western,2018,12,30,1206.85,36.84
Southern,2018,12,30,653.1,56.93
Eastern,2018,12,30,482.43,22.67
NorthEastern,2018,12,30,31.65,11.1
Northern,2018,12,31,695.43,103.54
Western,2018,12,31,1212.85,36.84
Southern,2018,12,31,659.23,56.93
Eastern,2018,12,31,483.43,22.67
NorthEastern,2018,12,31,31.65,11.1
Northern,2019,1,1,691.66,96.87
Western,2019,1,1,1226.36,36.29
Southern,2019,1,1,671.85,60.3
Eastern,2019,1,1,492.44,22.84
NorthEastern,2019,1,1,31.73,9.4
Northern,2019,1,2,691.66,96.87
Western,2019,1,2,1226.36,36.29
Southern,2019,1,2,671.85,60.3
Eastern,2019,1,2,492.44,22.84
NorthEastern,2019,1,2,31.73,9.4
Northern,2019,1,3,692.52,96.87
Western,2019,1,3,1226.36,36.29
Southern,2019,1,3,671.85,60.3
Eastern,2019,1,3,492.44,22.84
NorthEastern,2019,1,3,31.73,9.4
Northern,2019,1,4,692.52,96.87
Western,2019,1,4,1226.36,36.29
Southern,2019,1,4,671.85,60.3
Eastern,2019,1,4,492.44,22.84
NorthEastern,2019,1,4,31.73,9.4
Northern,2019,1,5,686.77,96.87
Western,2019,1,5,1226.36,36.29
Southern,2019,1,5,671.85,60.3
Eastern,2019,1,5,492.43,22.84
NorthEastern,2019,1,5,31.73,9.4
Northern,2019,1,6,686.77,96.87
Western,2019,1,6,1222.96,36.29
Southern,2019,1,6,671.85,60.3
Eastern,2019,1,6,492.43,22.84
NorthEastern,2019,1,6,31.73,9.4
Northern,2019,1,7,686.77,96.87
Western,2019,1,7,1237.48,36.29
Southern,2019,1,7,672.77,60.3
Eastern,2019,1,7,492.43,22.84
NorthEastern,2019,1,7,31.73,9.4
Northern,2019,1,8,689.1,96.87
Western,2019,1,8,1237.48,36.29
Southern,2019,1,8,672.77,60.3
Eastern,2019,1,8,492.43,22.84
NorthEastern,2019,1,8,31.73,9.4
Northern,2019,1,9,689.1,96.87
Western,2019,1,9,1247.83,36.29
Southern,2019,1,9,672.77,60.3
Eastern,2019,1,9,492.43,22.84
NorthEastern,2019,1,9,31.73,9.4
Northern,2019,1,10,678.6,96.87
Western,2019,1,10,1247.27,36.29
Southern,2019,1,10,668.37,60.3
Eastern,2019,1,10,492.43,22.84
NorthEastern,2019,1,10,31.73,9.4
Northern,2019,1,11,678.6,96.87
Western,2019,1,11,1247.27,36.29
Southern,2019,1,11,668.37,60.3
Eastern,2019,1,11,496.67,22.84
NorthEastern,2019,1,11,31.73,9.4
Northern,2019,1,12,678.6,96.87
Western,2019,1,12,1238.36,36.29
Southern,2019,1,12,668.37,60.3
Eastern,2019,1,12,496.67,22.84
NorthEastern,2019,1,12,31.73,9.4
Northern,2019,1,13,678.6,96.87
Western,2019,1,13,1238.36,36.29
Southern,2019,1,13,668.37,60.3
Eastern,2019,1,13,496.67,22.84
NorthEastern,2019,1,13,31.73,9.4
Northern,2019,1,14,676.86,96.87
Western,2019,1,14,1238.36,36.29
Southern,2019,1,14,668.37,60.3
Eastern,2019,1,14,496.67,22.84
NorthEastern,2019,1,14,31.73,9.4
Northern,2019,1,15,674.0,96.87
Western,2019,1,15,1242.81,36.29
Southern,2019,1,15,667.96,60.3
Eastern,2019,1,15,496.67,22.84
NorthEastern,2019,1,15,31.73,9.4
Northern,2019,1,16,665.62,96.87
Western,2019,1,16,1245.29,36.29
Southern,2019,1,16,667.96,60.3
Eastern,2019,1,16,508.61,22.84
NorthEastern,2019,1,16,31.73,9.4
Northern,2019,1,17,665.62,96.87
Western,2019,1,17,1245.29,36.29
Southern,2019,1,17,665.06,60.3
Eastern,2019,1,17,498.04,22.84
NorthEastern,2019,1,17,31.73,9.4
Northern,2019,1,18,665.62,96.87
Western,2019,1,18,1245.29,36.29
Southern,2019,1,18,673.85,60.3
Eastern,2019,1,18,498.04,22.84
NorthEastern,2019,1,18,31.73,9.4
Northern,2019,1,19,665.62,96.87
Western,2019,1,19,1245.29,36.29
Southern,2019,1,19,673.85,60.3
Eastern,2019,1,19,498.04,22.84
NorthEastern,2019,1,19,31.73,9.4
Northern,2019,1,20,664.76,96.87
Western,2019,1,20,1246.58,36.29
Southern,2019,1,20,673.85,60.3
Eastern,2019,1,20,498.35,22.84
NorthEastern,2019,1,20,31.73,9.4
Northern,2019,1,21,664.76,96.87
Western,2019,1,21,1246.58,36.29
Southern,2019,1,21,673.85,60.3
Eastern,2019,1,21,498.35,22.84
NorthEastern,2019,1,21,31.73,9.4
Northern,2019,1,22,665.62,96.87
Western,2019,1,22,1246.58,36.29
Southern,2019,1,22,673.85,60.3
Eastern,2019,1,22,498.35,22.84
NorthEastern,2019,1,22,31.73,9.4
Northern,2019,1,23,674.0,96.87
Western,2019,1,23,1246.58,36.29
Southern,2019,1,23,673.85,60.3
Eastern,2019,1,23,498.35,22.84
NorthEastern,2019,1,23,31.73,9.4
Northern,2019,1,24,667.72,96.87
Western,2019,1,24,1241.15,36.29
Southern,2019,1,24,673.85,60.3
Eastern,2019,1,24,498.35,22.84
NorthEastern,2019,1,24,31.73,9.4
Northern,2019,1,25,665.3,96.87
Western,2019,1,25,1241.15,36.29
Southern,2019,1,25,673.85,60.3
Eastern,2019,1,25,498.35,22.84
NorthEastern,2019,1,25,31.73,9.4
Northern,2019,1,26,667.97,96.87
Western,2019,1,26,1241.15,36.29
Southern,2019,1,26,673.85,60.3
Eastern,2019,1,26,498.35,22.84
NorthEastern,2019,1,26,31.73,9.4
Northern,2019,1,27,667.97,96.87
Western,2019,1,27,1241.3,36.29
Southern,2019,1,27,673.85,60.3
Eastern,2019,1,27,498.35,22.84
NorthEastern,2019,1,27,31.73,9.4
Northern,2019,1,28,667.97,96.87
Western,2019,1,28,1231.74,36.29
Southern,2019,1,28,673.85,60.3
Eastern,2019,1,28,498.35,22.84
NorthEastern,2019,1,28,31.73,9.4
Northern,2019,1,29,667.97,96.87
Western,2019,1,29,1231.74,36.29
Southern,2019,1,29,673.85,60.3
Eastern,2019,1,29,498.35,22.84
NorthEastern,2019,1,29,31.73,9.4
Northern,2019,1,30,665.49,96.87
Western,2019,1,30,1231.57,36.29
Southern,2019,1,30,673.85,60.3
Eastern,2019,1,30,498.35,22.84
NorthEastern,2019,1,30,31.73,9.4
Northern,2019,1,31,683.32,96.87
Western,2019,1,31,1231.57,36.29
Southern,2019,1,31,678.25,60.3
Eastern,2019,1,31,498.35,22.84
NorthEastern,2019,1,31,31.73,9.4
Northern,2019,2,1,659.86,105.09
Western,2019,2,1,1213.57,35.58
Southern,2019,2,1,682.45,66.95
Eastern,2019,2,1,497.42,24.0
NorthEastern,2019,2,1,31.81,8.62
Northern,2019,2,2,659.86,105.09
Western,2019,2,2,1213.57,35.58
Southern,2019,2,2,682.45,66.95
Eastern,2019,2,2,497.42,24.0
NorthEastern,2019,2,2,31.81,8.62
Northern,2019,2,3,659.86,105.09
Western,2019,2,3,1213.55,35.58
Southern,2019,2,3,682.45,66.95
Eastern,2019,2,3,497.42,24.0
NorthEastern,2019,2,3,31.81,8.62
Northern,2019,2,4,659.86,105.09
Western,2019,2,4,1213.55,35.58
Southern,2019,2,4,682.45,66.95
Eastern,2019,2,4,497.42,24.0
NorthEastern,2019,2,4,31.81,8.62
Northern,2019,2,5,659.86,105.09
Western,2019,2,5,1213.55,35.58
Southern,2019,2,5,682.45,66.95
Eastern,2019,2,5,497.42,24.0
NorthEastern,2019,2,5,31.81,8.62
Northern,2019,2,6,660.73,105.09
Western,2019,2,6,1215.94,35.58
Southern,2019,2,6,682.45,66.95
Eastern,2019,2,6,497.42,24.0
NorthEastern,2019,2,6,31.81,8.62
Northern,2019,2,7,663.23,105.09
Western,2019,2,7,1215.94,35.58
Southern,2019,2,7,682.45,66.95
Eastern,2019,2,7,497.42,24.0
NorthEastern,2019,2,7,31.81,8.62
Northern,2019,2,8,669.11,105.09
Western,2019,2,8,1215.94,35.58
Southern,2019,2,8,682.45,66.95
Eastern,2019,2,8,492.71,24.0
NorthEastern,2019,2,8,31.81,8.62
Northern,2019,2,9,658.98,105.09
Western,2019,2,9,1216.94,35.58
Southern,2019,2,9,682.45,66.95
Eastern,2019,2,9,492.71,24.0
NorthEastern,2019,2,9,31.81,8.62
Northern,2019,2,10,658.98,105.09
Western,2019,2,10,1216.94,35.58
Southern,2019,2,10,670.34,66.95
Eastern,2019,2,10,492.71,24.0
NorthEastern,2019,2,10,31.81,8.62
Northern,2019,2,11,655.48,105.09
Western,2019,2,11,1226.0,35.58
Southern,2019,2,11,670.34,66.95
Eastern,2019,2,11,497.1,24.0
NorthEastern,2019,2,11,31.81,8.62
Northern,2019,2,12,655.48,105.09
Western,2019,2,12,1226.0,35.58
Southern,2019,2,12,670.34,66.95
Eastern,2019,2,12,497.1,24.0
NorthEastern,2019,2,12,31.81,8.62
Northern,2019,2,13,656.17,105.09
Western,2019,2,13,1228.0,35.58
Southern,2019,2,13,670.34,66.95
Eastern,2019,2,13,497.1,24.0
NorthEastern,2019,2,13,31.81,8.62
Northern,2019,2,14,664.91,105.09
Western,2019,2,14,1228.0,35.58
Southern,2019,2,14,670.34,66.95
Eastern,2019,2,14,497.1,24.0
NorthEastern,2019,2,14,31.81,8.62
Northern,2019,2,15,664.91,105.09
Western,2019,2,15,1228.0,35.58
Southern,2019,2,15,670.34,66.95
Eastern,2019,2,15,497.1,24.0
NorthEastern,2019,2,15,31.81,8.62
Northern,2019,2,16,664.91,105.09
Western,2019,2,16,1228.0,35.58
Southern,2019,2,16,670.34,66.95
Eastern,2019,2,16,497.1,24.0
NorthEastern,2019,2,16,31.81,8.62
Northern,2019,2,17,664.91,105.09
Western,2019,2,17,1229.92,35.58
Southern,2019,2,17,670.34,66.95
Eastern,2019,2,17,497.1,24.0
NorthEastern,2019,2,17,31.81,8.62
Northern,2019,2,18,664.91,105.09
Western,2019,2,18,1232.19,35.58
Southern,2019,2,18,661.63,66.95
Eastern,2019,2,18,497.1,24.0
NorthEastern,2019,2,18,31.81,8.62
Northern,2019,2,19,664.91,105.09
Western,2019,2,19,1247.79,35.58
Southern,2019,2,19,661.63,66.95
Eastern,2019,2,19,497.1,24.0
NorthEastern,2019,2,19,31.81,8.62
Northern,2019,2,20,664.88,105.09
Western,2019,2,20,1244.58,35.58
Southern,2019,2,20,661.63,66.95
Eastern,2019,2,20,497.1,24.0
NorthEastern,2019,2,20,31.81,8.62
Northern,2019,2,21,665.92,105.09
Western,2019,2,21,1254.08,35.58
Southern,2019,2,21,661.63,66.95
Eastern,2019,2,21,504.35,24.0
NorthEastern,2019,2,21,31.81,8.62
Northern,2019,2,22,665.06,105.09
Western,2019,2,22,1254.08,35.58
Southern,2019,2,22,661.63,66.95
Eastern,2019,2,22,504.35,24.0
NorthEastern,2019,2,22,31.81,8.62
Northern,2019,2,23,665.06,105.09
Western,2019,2,23,1254.08,35.58
Southern,2019,2,23,661.63,66.95
Eastern,2019,2,23,504.35,24.0
NorthEastern,2019,2,23,31.81,8.62
Northern,2019,2,24,670.86,105.09
Western,2019,2,24,1254.08,35.58
Southern,2019,2,24,661.63,66.95
Eastern,2019,2,24,504.35,24.0
NorthEastern,2019,2,24,31.81,8.62
Northern,2019,2,25,670.86,105.09
Western,2019,2,25,1254.08,35.58
Southern,2019,2,25,661.63,66.95
Eastern,2019,2,25,504.35,24.0
NorthEastern,2019,2,25,31.81,8.62
Northern,2019,2,26,670.86,105.09
Western,2019,2,26,1264.41,35.58
Southern,2019,2,26,661.63,66.95
Eastern,2019,2,26,504.35,24.0
NorthEastern,2019,2,26,31.81,8.62
Northern,2019,2,27,670.86,105.09
Western,2019,2,27,1264.41,35.58
Southern,2019,2,27,661.63,66.95
Eastern,2019,2,27,504.35,24.0
NorthEastern,2019,2,27,31.81,8.62
Northern,2019,2,28,673.21,105.09
Western,2019,2,28,1269.41,35.58
Southern,2019,2,28,661.63,66.95
Eastern,2019,2,28,504.35,24.0
NorthEastern,2019,2,28,31.81,8.62
Northern,2019,3,1,668.42,121.72
Western,2019,3,1,1270.71,34.47
Southern,2019,3,1,657.97,73.41
Eastern,2019,3,1,504.47,29.22
NorthEastern,2019,3,1,31.7,9.21
Northern,2019,3,2,668.42,121.72
Western,2019,3,2,1270.71,34.47
Southern,2019,3,2,657.97,73.41
Eastern,2019,3,2,504.47,29.22
NorthEastern,2019,3,2,31.7,9.21
Northern,2019,3,3,668.42,121.72
Western,2019,3,3,1270.71,34.47
Southern,2019,3,3,657.97,73.41
Eastern,2019,3,3,504.47,29.22
NorthEastern,2019,3,3,31.7,9.21
Northern,2019,3,4,669.28,121.72
Western,2019,3,4,1270.71,34.47
Southern,2019,3,4,657.97,73.41
Eastern,2019,3,4,504.47,29.22
NorthEastern,2019,3,4,31.7,9.21
Northern,2019,3,5,669.28,121.72
Western,2019,3,5,1270.71,34.47
Southern,2019,3,5,657.97,73.41
Eastern,2019,3,5,504.47,29.22
NorthEastern,2019,3,5,31.7,9.21
Northern,2019,3,6,671.43,121.72
Western,2019,3,6,1270.71,34.47
Southern,2019,3,6,657.97,73.41
Eastern,2019,3,6,504.47,29.22
NorthEastern,2019,3,6,31.7,9.21
Northern,2019,3,7,668.95,121.72
Western,2019,3,7,1270.71,34.47
Southern,2019,3,7,657.97,73.41
Eastern,2019,3,7,504.47,29.22
NorthEastern,2019,3,7,31.7,9.21
Northern,2019,3,8,669.81,121.72
Western,2019,3,8,1270.71,34.47
Southern,2019,3,8,657.97,73.41
Eastern,2019,3,8,504.47,29.22
NorthEastern,2019,3,8,31.7,9.21
Northern,2019,3,9,669.81,121.72
Western,2019,3,9,1270.71,34.47
Southern,2019,3,9,657.97,73.41
Eastern,2019,3,9,504.47,29.22
NorthEastern,2019,3,9,31.7,9.21
Northern,2019,3,10,669.81,121.72
Western,2019,3,10,1270.71,34.47
Southern,2019,3,10,657.97,73.41
Eastern,2019,3,10,504.47,29.22
NorthEastern,2019,3,10,31.7,9.21
Northern,2019,3,11,669.81,121.72
Western,2019,3,11,1270.71,34.47
Southern,2019,3,11,666.68,73.41
Eastern,2019,3,11,504.47,29.22
NorthEastern,2019,3,11,31.7,9.21
Northern,2019,3,12,669.81,121.72
Western,2019,3,12,1270.71,34.47
Southern,2019,3,12,678.58,73.41
Eastern,2019,3,12,504.47,29.22
NorthEastern,2019,3,12,31.7,9.21
Northern,2019,3,13,665.93,121.72
Western,2019,3,13,1273.92,34.47
Southern,2019,3,13,678.58,73.41
Eastern,2019,3,13,504.47,29.22
NorthEastern,2019,3,13,31.7,9.21
Northern,2019,3,14,654.78,121.72
Western,2019,3,14,1273.92,34.47
Southern,2019,3,14,678.58,73.41
Eastern,2019,3,14,504.47,29.22
NorthEastern,2019,3,14,31.7,9.21
Northern,2019,3,15,654.91,121.72
Western,2019,3,15,1269.92,34.47
Southern,2019,3,15,678.58,73.41
Eastern,2019,3,15,504.47,29.22
NorthEastern,2019,3,15,31.7,9.21
Northern,2019,3,16,654.91,121.72
Western,2019,3,16,1267.32,34.47
Southern,2019,3,16,678.58,73.41
Eastern,2019,3,16,508.97,29.22
NorthEastern,2019,3,16,31.7,9.21
Northern,2019,3,17,654.91,121.72
Western,2019,3,17,1267.32,34.47
Southern,2019,3,17,678.58,73.41
Eastern,2019,3,17,508.97,29.22
NorthEastern,2019,3,17,31.7,9.21
Northern,2019,3,18,660.12,121.72
Western,2019,3,18,1267.32,34.47
Southern,2019,3,18,678.58,73.41
Eastern,2019,3,18,508.97,29.22
NorthEastern,2019,3,18,31.7,9.21
Northern,2019,3,19,669.66,121.72
Western,2019,3,19,1267.32,34.47
Southern,2019,3,19,678.58,73.41
Eastern,2019,3,19,508.97,29.22
