Region,Year,Month,Day,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
Southern,2019,9,17,592.00,500.24,100.04,147.87
Eastern,2019,9,17,495.87,450.47,86.01,91.09
NorthEastern,2019,9,17,34.94,36.57,33.99,26.91
Northern,2019,9,18,703.00,694.28,257.05,305.45
Western,2019,9,18,"1,267.42","1,086.83",45.76,115.6
Southern,2019,9,18,592.00,459.78,100.04,152.58
Eastern,2019,9,18,495.87,443.45,86.01,82.66
NorthEastern,2019,9,18,34.94,38.97,33.99,26.01
Northern,2019,9,19,703.00,671.52,257.05,296.65
Western,2019,9,19,"1,269.92","1,066.08",45.76,123.45
Southern,2019,9,19,592.00,484.07,100.04,151.28
Eastern,2019,9,19,495.87,454.44,86.01,96.58
NorthEastern,2019,9,19,34.94,40.09,33.99,22.61
Northern,2019,9,20,703.00,676.92,257.05,290.7
Western,2019,9,20,"1,287.65","1,097.65",45.76,114.52
Southern,2019,9,20,587.84,495.43,100.04,152.57
Eastern,2019,9,20,495.87,464.31,86.01,98.55
NorthEastern,2019,9,20,34.94,39.72,33.99,18.93
Northern,2019,9,21,704.90,671.51,257.05,287.89
Western,2019,9,21,"1,290.95","1,096.93",45.76,111.26
Southern,2019,9,21,603.84,511.45,100.04,151.89
Eastern,2019,9,21,504.67,469.18,86.01,90.79
NorthEastern,2019,9,21,34.94,39.49,33.99,20.27
Northern,2019,9,22,704.90,598.13,257.05,268.6
Western,2019,9,22,"1,299.62","1,008.97",45.76,117.01
Southern,2019,9,22,607.95,495.47,100.04,151.48
Eastern,2019,9,22,509.67,448.99,86.01,89.36
NorthEastern,2019,9,22,34.94,37.87,33.99,19.93
Northern,2019,9,23,704.90,613.60,257.05,251.66
Western,2019,9,23,"1,299.62","1,082.19",45.76,117.55
Southern,2019,9,23,607.95,545.73,100.04,153.02
Eastern,2019,9,23,509.67,465.57,86.01,89.22
NorthEastern,2019,9,23,34.94,33.49,33.99,23.53
Northern,2019,9,24,704.90,627.61,257.05,249.15
Western,2019,9,24,"1,299.62","1,093.56",45.76,121.43
Southern,2019,9,24,613.09,541.64,100.04,144.62
Eastern,2019,9,24,509.67,431.02,86.01,92.88
NorthEastern,2019,9,24,34.94,32.67,33.99,26.69
Northern,2019,9,25,701.82,619.45,257.05,266.73
Western,2019,9,25,"1,299.62","1,058.62",45.76,127.57
Southern,2019,9,25,613.09,504.92,100.04,149.71
Eastern,2019,9,25,509.67,403.27,86.01,69.53
NorthEastern,2019,9,25,34.94,31.73,33.99,28.6
Northern,2019,9,26,701.82,559.60,257.05,271.9
Western,2019,9,26,"1,305.42","1,059.87",45.76,111.25
Southern,2019,9,26,613.09,479.47,100.04,142.43
Eastern,2019,9,26,513.67,391.97,86.01,73.8
NorthEastern,2019,9,26,34.94,32.05,33.99,27.21
Northern,2019,9,27,701.82,500.75,257.05,283.06
Western,2019,9,27,"1,305.42","1,060.02",45.76,110.52
Southern,2019,9,27,618.34,451.77,100.04,149.97
Eastern,2019,9,27,513.67,388.32,86.01,84.17
NorthEastern,2019,9,27,34.94,33.13,33.99,25.83
Northern,2019,9,28,701.82,449.11,257.05,274.59
Western,2019,9,28,"1,305.42","1,023.17",45.76,100.39
Southern,2019,9,28,618.34,441.12,100.04,162.27
Eastern,2019,9,28,524.27,371.31,86.01,82.22
NorthEastern,2019,9,28,34.94,34.76,33.99,23.2
Northern,2019,9,29,701.82,402.14,257.05,268.23
Western,2019,9,29,"1,305.42",928.00,45.76,101.47
Southern,2019,9,29,618.34,417.23,100.04,147.96
Eastern,2019,9,29,526.57,329.95,86.01,77.81
NorthEastern,2019,9,29,34.94,34.30,33.99,24.01
Northern,2019,9,30,701.82,428.04,257.05,274.19
Western,2019,9,30,"1,313.42",988.81,45.76,92.78
Southern,2019,9,30,618.34,455.57,100.04,163.95
Eastern,2019,9,30,526.57,328.27,86.01,88.67
NorthEastern,2019,9,30,34.94,34.48,33.99,22.81
Northern,2019,10,1,702.29,485.81,157.27,256.33
Western,2019,10,1,"1,332.38","1,011.09",34.47,107.53
Southern,2019,10,1,597.09,466.95,84.88,158.79
Eastern,2019,10,1,530.46,345.83,64.81,90.19
NorthEastern,2019,10,1,34.89,34.44,26.91,23.58
Northern,2019,10,2,705.36,480.29,157.27,235.71
Western,2019,10,2,"1,332.38",992.33,34.47,102.53
Southern,2019,10,2,597.09,463.49,84.88,155.14
Eastern,2019,10,2,530.46,371.10,64.81,88.38
NorthEastern,2019,10,2,34.89,34.12,26.91,26.67
Northern,2019,10,3,705.36,530.65,157.27,216.02
Western,2019,10,3,"1,332.38","1,067.69",34.47,105.36
Southern,2019,10,3,597.09,493.35,84.88,152.65
Eastern,2019,10,3,530.46,402.84,64.81,95.33
NorthEastern,2019,10,3,34.89,35.60,26.91,23.99
Northern,2019,10,4,705.36,533.05,157.27,214.56
Western,2019,10,4,"1,332.38","1,079.78",34.47,97.66
Southern,2019,10,4,600.88,514.45,84.88,110.43
Eastern,2019,10,4,530.46,433.06,64.81,105.92
NorthEastern,2019,10,4,34.89,40.64,26.91,23.48
Northern,2019,10,5,705.36,555.91,157.27,209.96
Western,2019,10,5,"1,332.38","1,092.20",34.47,98.86
Southern,2019,10,5,597.38,519.98,84.88,96.11
Eastern,2019,10,5,530.46,455.42,64.81,91.02
NorthEastern,2019,10,5,34.89,40.46,26.91,23.05
Northern,2019,10,6,702.58,570.34,157.27,206.44
Western,2019,10,6,"1,343.26","1,045.30",34.47,95.49
Southern,2019,10,6,597.38,476.13,84.88,91.32
Eastern,2019,10,6,530.46,430.30,64.81,82.88
NorthEastern,2019,10,6,34.89,38.96,26.91,23.09
Northern,2019,10,7,702.58,576.76,157.27,204.22
Western,2019,10,7,"1,343.26","1,076.27",34.47,99.83
Southern,2019,10,7,597.38,458.20,84.88,97.37
Eastern,2019,10,7,530.46,416.73,64.81,79.35
NorthEastern,2019,10,7,34.89,36.63,26.91,17.84
Northern,2019,10,8,702.58,545.57,157.27,207.69
Western,2019,10,8,"1,343.26",982.72,34.47,97.57
Southern,2019,10,8,597.38,430.65,84.88,128.77
Eastern,2019,10,8,530.46,384.79,64.81,78.0
NorthEastern,2019,10,8,34.89,32.73,26.91,17.43
Northern,2019,10,9,702.58,579.08,157.27,198.7
Western,2019,10,9,"1,343.26","1,056.87",34.47,100.69
Southern,2019,10,9,597.38,456.24,84.88,144.59
Eastern,2019,10,9,528.19,388.32,64.81,87.17
NorthEastern,2019,10,9,34.89,32.22,26.91,16.78
Northern,2019,10,10,702.58,611.73,157.27,199.06
Western,2019,10,10,"1,343.26","1,108.71",34.47,99.67
Southern,2019,10,10,597.38,486.29,84.88,155.45
Eastern,2019,10,10,528.19,414.17,64.81,89.64
NorthEastern,2019,10,10,34.89,35.06,26.91,16.21
Northern,2019,10,11,711.55,611.54,157.27,185.76
Western,2019,10,11,"1,343.26","1,148.18",34.47,88.07
Southern,2019,10,11,605.33,490.32,84.88,165.76
Eastern,2019,10,11,528.19,422.06,64.81,89.45
NorthEastern,2019,10,11,34.89,35.60,26.91,15.4
Northern,2019,10,12,711.55,609.08,157.27,185.76
Western,2019,10,12,"1,343.26","1,163.14",34.47,73.23
Southern,2019,10,12,605.33,493.22,84.88,153.82
Eastern,2019,10,12,528.19,437.83,64.81,87.63
NorthEastern,2019,10,12,34.89,34.77,26.91,15.01
Northern,2019,10,13,711.55,581.67,157.27,178.42
Western,2019,10,13,"1,343.26","1,128.25",34.47,73.55
Southern,2019,10,13,605.33,478.63,84.88,134.2
Eastern,2019,10,13,528.19,433.47,64.81,80.06
NorthEastern,2019,10,13,34.89,34.28,26.91,13.54
Northern,2019,10,14,714.33,623.67,157.27,172.16
Western,2019,10,14,"1,343.26","1,175.17",34.47,89.24
Southern,2019,10,14,605.33,487.01,84.88,149.53
Eastern,2019,10,14,528.19,451.03,64.81,79.85
NorthEastern,2019,10,14,34.89,35.00,26.91,13.39
Northern,2019,10,15,711.29,628.74,157.27,170.86
Western,2019,10,15,"1,341.76","1,196.52",34.47,81.92
Southern,2019,10,15,605.37,509.50,84.88,151.38
Eastern,2019,10,15,528.19,464.97,64.81,78.8
NorthEastern,2019,10,15,34.89,32.16,26.91,12.8
Northern,2019,10,16,711.29,626.83,157.27,166.43
Western,2019,10,16,"1,341.76","1,215.99",34.47,73.11
Southern,2019,10,16,612.50,526.97,84.88,145.68
Eastern,2019,10,16,528.19,466.91,64.81,74.07
NorthEastern,2019,10,16,34.89,31.53,26.91,11.99
Northern,2019,10,17,711.29,628.69,157.27,164.31
Western,2019,10,17,"1,341.76","1,236.71",34.47,83.78
Southern,2019,10,17,612.50,496.24,84.88,148.9
Eastern,2019,10,17,528.19,454.64,64.81,75.77
NorthEastern,2019,10,17,34.89,31.25,26.91,12.1
Northern,2019,10,18,711.29,583.54,157.27,162.9
Western,2019,10,18,"1,341.76","1,238.35",34.47,74.22
Southern,2019,10,18,612.50,484.38,84.88,126.43
Eastern,2019,10,18,528.19,462.95,64.81,74.54
NorthEastern,2019,10,18,34.89,30.59,26.91,11.81
Northern,2019,10,19,713.94,570.67,157.27,161.63
Western,2019,10,19,"1,341.76","1,203.20",34.47,67.49
Southern,2019,10,19,612.50,491.80,84.88,95.36
Eastern,2019,10,19,528.19,455.96,64.81,73.25
NorthEastern,2019,10,19,34.89,31.32,26.91,11.69
Northern,2019,10,20,711.29,542.82,157.27,159.31
Western,2019,10,20,"1,341.76","1,151.99",34.47,60.55
Southern,2019,10,20,612.50,453.79,84.88,94.38
Eastern,2019,10,20,528.19,438.83,64.81,68.23
NorthEastern,2019,10,20,35.47,28.83,26.91,11.26
Northern,2019,10,21,711.29,532.82,157.27,160.46
Western,2019,10,21,"1,341.76","1,143.61",34.47,76.54
Southern,2019,10,21,613.50,447.17,84.88,132.52
Eastern,2019,10,21,528.19,426.52,64.81,67.59
NorthEastern,2019,10,21,35.47,28.38,26.91,10.57
Northern,2019,10,22,714.33,523.80,157.27,155.74
Western,2019,10,22,"1,341.76","1,168.27",34.47,82.66
Southern,2019,10,22,613.50,440.54,84.88,154.61
Eastern,2019,10,22,528.19,431.44,64.81,66.35
NorthEastern,2019,10,22,35.47,29.13,26.91,11.35
Northern,2019,10,23,714.33,527.15,157.27,158.47
Western,2019,10,23,"1,337.94","1,142.78",34.47,77.66
Southern,2019,10,23,613.50,422.36,84.88,142.68
Eastern,2019,10,23,528.19,438.77,64.81,61.47
NorthEastern,2019,10,23,35.47,33.08,26.91,10.85
Northern,2019,10,24,714.33,524.94,157.27,155.07
Western,2019,10,24,"1,337.94","1,103.60",34.47,72.36
Southern,2019,10,24,613.50,405.30,84.88,136.76
Eastern,2019,10,24,528.19,416.14,64.81,63.73
NorthEastern,2019,10,24,35.47,32.92,26.91,10.54
Northern,2019,10,25,714.26,533.61,157.27,152.57
Western,2019,10,25,"1,337.94","1,060.10",34.47,69.99
Southern,2019,10,25,613.50,399.42,84.88,141.52
Eastern,2019,10,25,528.19,390.90,64.81,63.93
NorthEastern,2019,10,25,35.47,31.49,26.91,10.95
Northern,2019,10,26,714.26,513.71,157.27,150.46
Western,2019,10,26,"1,337.94",981.09,34.47,62.0
Southern,2019,10,26,603.70,376.55,84.88,150.03
Eastern,2019,10,26,528.19,372.94,64.81,64.09
NorthEastern,2019,10,26,35.47,29.52,26.91,15.42
Northern,2019,10,27,714.26,496.38,157.27,153.02
Western,2019,10,27,"1,340.74",918.29,34.47,59.51
Southern,2019,10,27,603.70,333.01,84.88,140.29
Eastern,2019,10,27,528.19,374.66,64.81,64.09
NorthEastern,2019,10,27,35.47,30.46,26.91,18.28
Northern,2019,10,28,716.91,452.11,157.27,143.97
Western,2019,10,28,"1,340.74",905.77,34.47,64.34
Southern,2019,10,28,603.70,310.22,84.88,148.61
Eastern,2019,10,28,528.19,382.96,64.81,68.18
NorthEastern,2019,10,28,35.47,31.40,26.91,15.82
Northern,2019,10,29,716.98,459.38,157.27,136.7
Western,2019,10,29,"1,340.74",987.29,34.47,41.0
Southern,2019,10,29,603.70,322.37,84.88,150.42
Eastern,2019,10,29,527.42,391.34,64.81,62.07
NorthEastern,2019,10,29,35.47,34.29,26.91,15.76
Northern,2019,10,30,716.98,490.32,157.27,138.88
Western,2019,10,30,"1,340.74","1,013.70",34.47,50.28
Southern,2019,10,30,603.70,341.24,84.88,156.15
Eastern,2019,10,30,527.42,392.62,64.81,64.54
NorthEastern,2019,10,30,35.47,35.45,26.91,15.42
Northern,2019,10,31,716.98,514.54,157.27,138.37
Western,2019,10,31,"1,340.74","1,058.90",34.47,49.13
Southern,2019,10,31,603.70,341.38,84.88,161.89
Eastern,2019,10,31,527.42,402.32,64.81,62.07
NorthEastern,2019,10,31,35.47,34.75,26.91,14.93
Northern,2019,11,1,678.04,531.00,117.75,140.0
Western,2019,11,1,"1,302.91","1,096.04",36.4,54.13
Southern,2019,11,1,580.74,356.70,64.27,163.37
Eastern,2019,11,1,480.63,401.70,37.92,63.16
NorthEastern,2019,11,1,35.52,34.95,18.37,12.94
Northern,2019,11,2,678.04,534.60,117.75,136.6
Western,2019,11,2,"1,302.91","1,109.17",36.4,56.82
Southern,2019,11,2,580.74,376.99,64.27,168.61
Eastern,2019,11,2,480.63,425.24,37.92,58.06
NorthEastern,2019,11,2,35.52,34.68,18.37,12.39
Northern,2019,11,3,678.15,514.18,117.75,136.31
Western,2019,11,3,"1,302.91","1,059.68",36.4,50.23
Southern,2019,11,3,580.74,361.95,64.27,154.31
Eastern,2019,11,3,480.63,438.64,37.92,50.98
NorthEastern,2019,11,3,35.52,35.40,18.37,12.19
Northern,2019,11,4,668.86,546.36,117.75,136.41
Western,2019,11,4,"1,302.91","1,114.02",36.4,53.55
Southern,2019,11,4,580.74,398.19,64.27,165.73
Eastern,2019,11,4,480.63,459.75,37.92,53.8
NorthEastern,2019,11,4,35.52,35.88,18.37,11.59
Northern,2019,11,5,668.86,542.79,117.75,138.45
Western,2019,11,5,"1,300.35","1,147.66",36.4,49.12
Southern,2019,11,5,580.74,446.18,64.27,147.46
Eastern,2019,11,5,480.63,472.65,37.92,49.49
NorthEastern,2019,11,5,35.52,36.12,18.37,11.37
Northern,2019,11,6,670.82,537.90,117.75,130.75
Western,2019,11,6,"1,300.35","1,164.20",36.4,44.6
Southern,2019,11,6,580.74,481.58,64.27,135.04
Eastern,2019,11,6,480.63,494.02,37.92,44.33
NorthEastern,2019,11,6,35.52,35.04,18.37,12.19
Northern,2019,11,7,670.82,506.62,117.75,135.34
Western,2019,11,7,"1,300.35","1,134.20",36.4,36.75
Southern,2019,11,7,571.91,483.72,64.27,110.97
Eastern,2019,11,7,480.63,463.50,37.92,42.38
NorthEastern,2019,11,7,35.52,33.98,18.37,11.84
Northern,2019,11,8,657.39,490.89,117.75,134.79
Western,2019,11,8,"1,315.13","1,076.16",36.4,31.64
Southern,2019,11,8,571.91,477.80,64.27,119.56
Eastern,2019,11,8,484.24,449.91,37.92,40.23
NorthEastern,2019,11,8,34.95,33.48,18.37,11.33
Northern,2019,11,9,657.39,485.72,117.75,136.86
Western,2019,11,9,"1,315.13","1,087.21",36.4,36.81
Southern,2019,11,9,576.09,441.54,64.27,150.24
Eastern,2019,11,9,484.24,434.75,37.92,40.48
NorthEastern,2019,11,9,34.95,34.17,18.37,11.12
Northern,2019,11,10,647.61,482.93,117.75,134.04
Western,2019,11,10,"1,290.39","1,083.84",36.4,33.83
Southern,2019,11,10,576.09,421.66,64.27,127.48
Eastern,2019,11,10,474.57,425.11,37.92,44.05
NorthEastern,2019,11,10,34.95,32.83,18.37,11.79
Northern,2019,11,11,647.61,502.18,117.75,134.44
Western,2019,11,11,"1,290.39","1,165.12",36.4,40.68
Southern,2019,11,11,576.09,459.99,64.27,128.26
Eastern,2019,11,11,474.57,456.92,37.92,42.83
NorthEastern,2019,11,11,34.95,33.87,18.37,11.6
Northern,2019,11,12,646.97,504.90,117.75,133.0
Western,2019,11,12,"1,289.69","1,177.65",36.4,50.85
Southern,2019,11,12,576.09,502.55,64.27,109.79
Eastern,2019,11,12,471.22,451.63,37.92,45.91
NorthEastern,2019,11,12,34.95,35.47,18.37,10.99
Northern,2019,11,13,646.97,517.88,117.75,131.79
Western,2019,11,13,"1,289.69","1,179.80",36.4,51.14
Southern,2019,11,13,576.09,528.67,64.27,89.23
Eastern,2019,11,13,471.22,456.31,37.92,42.81
NorthEastern,2019,11,13,34.95,35.14,18.37,10.26
Northern,2019,11,14,646.97,515.12,117.75,130.02
Western,2019,11,14,"1,289.69","1,156.06",36.4,45.96
Southern,2019,11,14,576.09,549.56,64.27,97.87
Eastern,2019,11,14,471.22,463.33,37.92,37.98
NorthEastern,2019,11,14,34.95,35.05,18.37,10.38
Northern,2019,11,15,642.80,503.53,117.75,131.65
Western,2019,11,15,"1,276.96","1,172.32",36.4,36.65
Southern,2019,11,15,586.65,538.57,64.27,96.49
Eastern,2019,11,15,484.03,478.46,37.92,39.36
NorthEastern,2019,11,15,34.95,36.01,18.37,10.34
Northern,2019,11,16,642.80,492.35,117.75,133.95
Western,2019,11,16,"1,280.76","1,197.21",36.4,26.1
Southern,2019,11,16,586.65,501.18,64.27,93.21
Eastern,2019,11,16,474.70,486.77,37.92,39.3
NorthEastern,2019,11,16,34.95,35.46,18.37,9.84
Northern,2019,11,17,642.80,477.00,117.75,135.33
Western,2019,11,17,"1,283.32","1,141.18",36.4,24.66
Southern,2019,11,17,586.65,461.26,64.27,77.02
Eastern,2019,11,17,474.70,463.35,37.92,32.87
NorthEastern,2019,11,17,34.95,34.29,18.37,10.02
Northern,2019,11,18,640.72,487.89,117.75,131.29
Western,2019,11,18,"1,283.32","1,214.70",36.4,35.04
Southern,2019,11,18,586.65,501.93,64.27,95.75
Eastern,2019,11,18,474.70,494.38,37.92,37.52
NorthEastern,2019,11,18,34.95,32.56,18.37,9.72
Northern,2019,11,19,644.14,502.30,117.75,132.69
Western,2019,11,19,"1,280.76","1,228.70",36.4,51.18
Southern,2019,11,19,586.65,514.56,64.27,100.36
Eastern,2019,11,19,478.05,512.93,37.92,38.55
NorthEastern,2019,11,19,34.95,36.23,18.37,10.16
Northern,2019,11,20,644.14,519.52,117.75,126.63
Western,2019,11,20,"1,280.76","1,224.93",36.4,53.32
Southern,2019,11,20,590.29,503.77,64.27,98.9
Eastern,2019,11,20,478.05,506.26,37.92,38.45
NorthEastern,2019,11,20,34.95,37.15,18.37,13.9
Northern,2019,11,21,644.14,514.53,117.75,123.82
Western,2019,11,21,"1,280.76","1,243.76",36.4,47.1
Southern,2019,11,21,590.29,501.12,64.27,94.03
Eastern,2019,11,21,478.05,477.12,37.92,35.37
NorthEastern,2019,11,21,34.95,36.76,18.37,9.62
Northern,2019,11,22,644.89,519.39,117.75,123.34
Western,2019,11,22,"1,280.76","1,254.98",36.4,44.23
Southern,2019,11,22,590.29,508.13,64.27,92.83
Eastern,2019,11,22,478.05,474.62,37.92,35.15
NorthEastern,2019,11,22,34.95,37.59,18.37,9.43
Northern,2019,11,23,656.52,516.12,117.75,125.38
Western,2019,11,23,"1,280.76","1,188.72",36.4,49.98
Southern,2019,11,23,590.29,493.02,64.27,82.14
Eastern,2019,11,23,478.05,477.91,37.92,30.98
NorthEastern,2019,11,23,34.95,36.74,18.37,9.79
Northern,2019,11,24,656.16,490.66,117.75,127.08
Western,2019,11,24,"1,280.76","1,162.38",36.4,40.14
Southern,2019,11,24,590.29,465.62,64.27,72.22
Eastern,2019,11,24,474.70,472.58,37.92,84.04
NorthEastern,2019,11,24,34.95,35.79,18.37,9.49
Northern,2019,11,25,652.41,517.42,117.75,130.56
Western,2019,11,25,"1,280.76","1,205.14",36.4,45.13
Southern,2019,11,25,590.29,482.87,64.27,86.83
Eastern,2019,11,25,474.70,485.56,37.92,30.36
NorthEastern,2019,11,25,34.95,36.50,18.37,8.95
Northern,2019,11,26,659.61,507.15,117.75,128.9
Western,2019,11,26,"1,277.76","1,245.35",36.4,43.64
Southern,2019,11,26,603.49,482.34,64.27,80.17
Eastern,2019,11,26,474.70,469.71,37.92,28.5
NorthEastern,2019,11,26,34.95,35.15,18.37,9.25
Northern,2019,11,27,659.61,495.91,117.75,128.48
Western,2019,11,27,"1,277.76","1,223.50",36.4,41.61
Southern,2019,11,27,599.49,478.34,64.27,88.46
Eastern,2019,11,27,474.70,467.05,37.92,24.12
NorthEastern,2019,11,27,34.95,35.67,18.37,9.13
Northern,2019,11,28,659.61,469.23,117.75,137.58
Western,2019,11,28,"1,277.76","1,213.71",36.4,42.64
Southern,2019,11,28,599.49,469.19,64.27,84.0
Eastern,2019,11,28,474.70,466.69,37.92,26.02
NorthEastern,2019,11,28,34.95,35.43,18.37,9.26
Northern,2019,11,29,659.97,464.07,117.75,133.25
Western,2019,11,29,"1,277.76","1,229.02",36.4,48.26
Southern,2019,11,29,599.49,476.32,64.27,88.87
Eastern,2019,11,29,478.20,466.84,37.92,32.55
NorthEastern,2019,11,29,34.95,36.08,18.37,9.04
Northern,2019,11,30,659.97,457.33,117.75,130.02
Western,2019,11,30,"1,273.55","1,218.82",36.4,53.11
Southern,2019,11,30,599.49,483.80,64.27,81.41
Eastern,2019,11,30,478.20,467.16,37.92,30.39
NorthEastern,2019,11,30,34.95,34.05,18.37,9.1
Northern,2019,12,1,637.62,441.19,104.8,128.33
Western,2019,12,1,"1,272.14","1,195.03",33.35,42.98
Southern,2019,12,1,604.03,436.72,59.11,85.77
Eastern,2019,12,1,470.22,456.47,25.63,26.69
NorthEastern,2019,12,1,34.92,35.75,14.6,8.76
Northern,2019,12,2,637.72,472.56,104.8,128.64
Western,2019,12,2,"1,272.14","1,177.91",33.35,58.84
Southern,2019,12,2,604.03,454.70,59.11,83.6
Eastern,2019,12,2,464.60,472.86,25.63,29.95
NorthEastern,2019,12,2,34.92,37.50,14.6,9.13
Northern,2019,12,3,637.72,482.41,104.8,124.31
Western,2019,12,3,"1,269.64","1,197.56",33.35,46.76
Southern,2019,12,3,604.03,436.23,59.11,78.85
Eastern,2019,12,3,464.60,488.24,25.63,23.97
NorthEastern,2019,12,3,35.44,36.69,14.6,8.13
Northern,2019,12,4,639.36,493.60,104.8,127.65
Western,2019,12,4,"1,269.64","1,211.65",33.35,53.16
Southern,2019,12,4,604.03,437.85,59.11,66.78
Eastern,2019,12,4,467.64,474.32,25.63,25.4
NorthEastern,2019,12,4,35.44,35.49,14.6,8.29
Northern,2019,12,5,639.36,486.08,104.8,131.49
Western,2019,12,5,"1,269.64","1,227.03",33.35,58.76
Southern,2019,12,5,613.81,452.38,59.11,76.03
Eastern,2019,12,5,467.64,480.52,25.63,18.06
NorthEastern,2019,12,5,35.44,35.20,14.6,8.39
Northern,2019,12,6,639.36,492.56,104.8,130.09
Western,2019,12,6,"1,269.64","1,226.46",33.35,54.82
Southern,2019,12,6,613.81,467.99,59.11,81.8
Eastern,2019,12,6,486.52,475.91,25.63,25.63
NorthEastern,2019,12,6,35.44,37.50,14.6,8.05
Northern,2019,12,7,639.36,497.53,104.8,128.78
Western,2019,12,7,"1,269.64","1,180.16",33.35,58.55
Southern,2019,12,7,613.81,449.02,59.11,88.43
Eastern,2019,12,7,486.52,475.01,25.63,23.74
NorthEastern,2019,12,7,35.44,36.51,14.6,8.02
Northern,2019,12,8,639.36,482.98,104.8,131.35
Western,2019,12,8,"1,269.64","1,160.90",33.35,47.98
Southern,2019,12,8,613.81,420.92,59.11,83.58
Eastern,2019,12,8,486.52,458.64,25.63,30.36
NorthEastern,2019,12,8,35.44,34.39,14.6,7.98
Northern,2019,12,9,641.66,507.81,104.8,131.4
Western,2019,12,9,"1,269.64","1,265.63",33.35,61.26
Southern,2019,12,9,613.81,455.56,59.11,94.46
Eastern,2019,12,9,486.52,449.20,25.63,41.88
NorthEastern,2019,12,9,35.44,37.96,14.6,7.83
Northern,2019,12,10,632.96,530.27,104.8,126.37
Western,2019,12,10,"1,269.64","1,279.90",33.35,55.78
Southern,2019,12,10,613.81,490.00,59.11,89.13
Eastern,2019,12,10,490.61,472.14,25.63,40.9
NorthEastern,2019,12,10,35.44,39.26,14.6,7.81
Northern,2019,12,11,632.96,547.47,104.8,127.84
Western,2019,12,11,"1,269.64","1,303.91",33.35,49.91
Southern,2019,12,11,609.81,517.19,59.11,81.81
Eastern,2019,12,11,487.61,495.95,25.63,35.3
NorthEastern,2019,12,11,35.44,36.96,14.6,8.65
Northern,2019,12,12,632.96,524.95,104.8,124.17
Western,2019,12,12,"1,269.64","1,276.76",33.35,40.24
Southern,2019,12,12,622.71,519.08,59.11,72.36
Eastern,2019,12,12,487.61,495.20,25.63,33.13
NorthEastern,2019,12,12,35.44,33.51,14.6,7.89
Northern,2019,12,13,636.75,444.66,104.8,129.37
Western,2019,12,13,"1,269.64","1,217.18",33.35,35.05
Southern,2019,12,13,627.34,504.79,59.11,76.02
Eastern,2019,12,13,487.61,464.60,25.63,33.3
NorthEastern,2019,12,13,35.44,28.24,14.6,7.93
Northern,2019,12,14,628.64,467.18,104.8,129.83
Western,2019,12,14,"1,269.64","1,230.67",33.35,46.74
Southern,2019,12,14,624.03,497.24,59.11,73.6
Eastern,2019,12,14,487.61,477.59,25.63,23.63
NorthEastern,2019,12,14,35.44,29.33,14.6,7.68
Northern,2019,12,15,626.80,451.08,104.8,121.14
Western,2019,12,15,"1,283.14","1,149.71",33.35,36.09
Southern,2019,12,15,624.03,471.65,59.11,64.95
Eastern,2019,12,15,487.61,463.70,25.63,24.33
NorthEastern,2019,12,15,35.44,27.69,14.6,7.42
Northern,2019,12,16,646.42,473.89,104.8,122.52
Western,2019,12,16,"1,282.46","1,168.15",33.35,44.06
Southern,2019,12,16,630.85,474.17,59.11,80.61
Eastern,2019,12,16,487.61,477.76,25.63,27.61
NorthEastern,2019,12,16,35.44,28.17,14.6,7.34
Northern,2019,12,17,646.42,497.25,104.8,117.26
Western,2019,12,17,"1,282.46","1,196.45",33.35,37.64
Southern,2019,12,17,630.85,480.87,59.11,77.71
Eastern,2019,12,17,487.61,480.24,25.63,29.74
NorthEastern,2019,12,17,35.44,29.37,14.6,7.13
Northern,2019,12,18,650.57,521.85,104.8,118.37
Western,2019,12,18,"1,282.46","1,227.56",33.35,45.61
Southern,2019,12,18,630.85,509.82,59.11,81.16
Eastern,2019,12,18,487.61,486.96,25.63,33.44
NorthEastern,2019,12,18,35.44,33.70,14.6,7.43
Northern,2019,12,19,673.50,538.82,104.8,115.51
Western,2019,12,19,"1,283.14","1,270.86",33.35,46.96
Southern,2019,12,19,630.85,519.60,59.11,73.71
Eastern,2019,12,19,487.61,490.95,25.63,32.3
NorthEastern,2019,12,19,35.44,35.27,14.6,7.5
Northern,2019,12,20,675.92,555.64,104.8,114.98
Western,2019,12,20,"1,266.45","1,313.94",33.35,48.0
Southern,2019,12,20,630.85,546.03,59.11,87.21
Eastern,2019,12,20,487.65,497.85,25.63,35.11
NorthEastern,2019,12,20,35.44,37.92,14.6,7.29
Northern,2019,12,21,676.30,534.94,104.8,121.51
Western,2019,12,21,"1,280.89","1,288.91",33.35,44.02
Southern,2019,12,21,630.85,520.08,59.11,72.62
Eastern,2019,12,21,483.80,495.35,25.63,30.69
NorthEastern,2019,12,21,35.44,35.17,14.6,7.3
Northern,2019,12,22,676.30,526.88,104.8,114.97
Western,2019,12,22,"1,280.89","1,210.92",33.35,41.77
Southern,2019,12,22,630.85,506.90,59.11,66.43
Eastern,2019,12,22,483.80,464.07,25.63,26.79
NorthEastern,2019,12,22,35.44,35.21,14.6,7.13
Northern,2019,12,23,676.30,556.70,104.8,122.0
Western,2019,12,23,"1,280.89","1,264.70",33.35,52.95
Southern,2019,12,23,630.85,543.02,59.11,91.83
Eastern,2019,12,23,479.85,466.78,25.63,31.61
